SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_924	PMC6054603.nxml.gz_85	20472 20480	domain51	SO_biobert_model_local_PMC6054603.nxml.gz
SO_2021_10_26_Instance_926	PMC6056931.nxml.gz_216	34864 34867;34868 34872;34873 34878	16S rRNA genes	SO_biobert_model_local_PMC6056931.nxml.gz
SO_2021_10_26_Instance_927	PMC6056931.nxml.gz_218	35132 35136	Gene	SO_biobert_model_local_PMC6056931.nxml.gz
SO_2021_10_26_Instance_928	PMC6056931.nxml.gz_220	35344 35349	genes	SO_biobert_model_local_PMC6056931.nxml.gz
SO_2021_10_26_Instance_933	PMC1626394.nxml.gz_17	2578 2585;2586 2589	nuclear DNA ...	SO_crf_model_full_5cv_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_934	PMC1626394.nxml.gz_17	2594 2607;2608 2611	mitochondrial DNA	SO_crf_model_full_5cv_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_937	PMC2265032.nxml.gz_10	2103 2107	gene	SO_crf_model_full_5cv_local_PMC2265032.nxml.gz
SO_2021_10_26_Instance_939	PMC2396486.nxml.gz_1	296 303	genomic	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_940	PMC2396486.nxml.gz_28	4393 4400	genomic	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_941	PMC2396486.nxml.gz_91	15435 15442	isoform	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_942	PMC2396486.nxml.gz_91	15483 15493;15493 15494;15494 15501;15502 15509	nucleotide - binding protein	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_943	PMC2396486.nxml.gz_91	15579 15589;15589 15590;15590 15597;15598 15605	nucleotide - binding protein	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_944	PMC2396486.nxml.gz_119	21374 21378	gene	SO_crf_model_full_5cv_local_PMC2396486.nxml.gz
SO_2021_10_26_Instance_947	PMC2672462.nxml.gz_21	3957 3964	genetic	SO_crf_model_full_5cv_local_PMC2672462.nxml.gz
SO_2021_10_26_Instance_948	PMC2672462.nxml.gz_35	6663 6672	consensus	SO_crf_model_full_5cv_local_PMC2672462.nxml.gz
SO_2021_10_26_Instance_949	PMC2672462.nxml.gz_126	24809 24813	gene	SO_crf_model_full_5cv_local_PMC2672462.nxml.gz
SO_2021_10_26_Instance_951	PMC2722408.nxml.gz_22	3253 3257	gene	SO_crf_model_full_5cv_local_PMC2722408.nxml.gz
SO_2021_10_26_Instance_952	PMC2722408.nxml.gz_74	12038 12043	Genes	SO_crf_model_full_5cv_local_PMC2722408.nxml.gz
SO_2021_10_26_Instance_953	PMC2722408.nxml.gz_76	12372 12379	Genetic	SO_crf_model_full_5cv_local_PMC2722408.nxml.gz
SO_2021_10_26_Instance_954	PMC2722408.nxml.gz_77	12670 12677	genetic	SO_crf_model_full_5cv_local_PMC2722408.nxml.gz
SO_2021_10_26_Instance_955	PMC2722408.nxml.gz_80	13198 13202	gene	SO_crf_model_full_5cv_local_PMC2722408.nxml.gz
SO_2021_10_26_Instance_957	PMC2722583.nxml.gz_41	7223 7229;7230 7235	sample frame	SO_crf_model_full_5cv_local_PMC2722583.nxml.gz
SO_2021_10_26_Instance_959	PMC2727050.nxml.gz_89	17323 17328	genes	SO_crf_model_full_5cv_local_PMC2727050.nxml.gz
SO_2021_10_26_Instance_963	PMC2889879.nxml.gz_17	2789 2796	Genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_964	PMC2889879.nxml.gz_22	3529 3536	genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_965	PMC2889879.nxml.gz_23	3662 3669	genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_966	PMC2889879.nxml.gz_54	8856 8865	consensus	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_967	PMC2889879.nxml.gz_131	31048 31055	forward	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_968	PMC2889879.nxml.gz_186	39744 39751	genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_969	PMC2889879.nxml.gz_209	43306 43313	genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_970	PMC2889879.nxml.gz_210	43402 43409	genetic	SO_crf_model_full_5cv_local_PMC2889879.nxml.gz
SO_2021_10_26_Instance_972	PMC2898025.nxml.gz_10	1243 1250	genetic	SO_crf_model_full_5cv_local_PMC2898025.nxml.gz
SO_2021_10_26_Instance_973	PMC2898025.nxml.gz_133	22997 23004	genetic	SO_crf_model_full_5cv_local_PMC2898025.nxml.gz
SO_2021_10_26_Instance_974	PMC2898025.nxml.gz_153	25945 25952	genetic	SO_crf_model_full_5cv_local_PMC2898025.nxml.gz
SO_2021_10_26_Instance_976	PMC2913107.nxml.gz_1	596 603	genetic	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_977	PMC2913107.nxml.gz_25	4000 4006	genome	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_978	PMC2913107.nxml.gz_37	6272 6278	genome	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_979	PMC2913107.nxml.gz_45	7569 7576	genetic	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_980	PMC2913107.nxml.gz_46	7633 7640	genetic	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_981	PMC2913107.nxml.gz_47	7995 8002	genetic	SO_crf_model_full_5cv_local_PMC2913107.nxml.gz
SO_2021_10_26_Instance_983	PMC2999828.nxml.gz_111	17443 17450	genetic	SO_crf_model_full_5cv_local_PMC2999828.nxml.gz
SO_2021_10_26_Instance_984	PMC2999828.nxml.gz_149	23309 23316	Genetic	SO_crf_model_full_5cv_local_PMC2999828.nxml.gz
SO_2021_10_26_Instance_985	PMC2999828.nxml.gz_171	26754 26761	genetic	SO_crf_model_full_5cv_local_PMC2999828.nxml.gz
SO_2021_10_26_Instance_987	PMC3075531.nxml.gz_10	2118 2125	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_988	PMC3075531.nxml.gz_43	10562 10569	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_989	PMC3075531.nxml.gz_56	14614 14619	Genes	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_990	PMC3075531.nxml.gz_57	14772 14779	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_991	PMC3075531.nxml.gz_57	14822 14827	genes	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_992	PMC3075531.nxml.gz_58	14902 14909	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_993	PMC3075531.nxml.gz_58	14942 14947	genes	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_994	PMC3075531.nxml.gz_61	16684 16691	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_995	PMC3075531.nxml.gz_62	16766 16773	genetic	SO_crf_model_full_5cv_local_PMC3075531.nxml.gz
SO_2021_10_26_Instance_998	PMC3205727.nxml.gz_9	1425 1430	genes	SO_crf_model_full_5cv_local_PMC3205727.nxml.gz
SO_2021_10_26_Instance_1001	PMC3272870.nxml.gz_13	2927 2931	gene	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1002	PMC3272870.nxml.gz_13	2998 3002	gene	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1003	PMC3272870.nxml.gz_63	12219 12226	Genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1004	PMC3272870.nxml.gz_64	12401 12408	genomic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1005	PMC3272870.nxml.gz_64	12657 12663	genome	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1006	PMC3272870.nxml.gz_64	12673 12677	gene	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1007	PMC3272870.nxml.gz_83	16396 16403	genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1008	PMC3272870.nxml.gz_86	16819 16826	genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1009	PMC3272870.nxml.gz_92	17521 17525	gene	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1010	PMC3272870.nxml.gz_96	18559 18566	genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1011	PMC3272870.nxml.gz_156	27606 27613	genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1012	PMC3272870.nxml.gz_162	28577 28586	consensus	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1013	PMC3272870.nxml.gz_162	28730 28737	genetic	SO_crf_model_full_5cv_local_PMC3272870.nxml.gz
SO_2021_10_26_Instance_1015	PMC3279448.nxml.gz_0	106 111	Genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1016	PMC3279448.nxml.gz_2	540 544	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1017	PMC3279448.nxml.gz_6	1162 1166	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1018	PMC3279448.nxml.gz_6	1311 1315	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1019	PMC3279448.nxml.gz_8	1745 1750	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1020	PMC3279448.nxml.gz_8	1776 1789;1790 1796;1797 1804;1805 1810	transcription factor binding sites	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1021	PMC3279448.nxml.gz_15	3052 3059	genetic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1022	PMC3279448.nxml.gz_19	3315 3322	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1023	PMC3279448.nxml.gz_31	4299 4305	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1024	PMC3279448.nxml.gz_33	4601 4607	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1025	PMC3279448.nxml.gz_33	4758 4764	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1026	PMC3279448.nxml.gz_37	5497 5501	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1027	PMC3279448.nxml.gz_41	6216 6223	genetic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1028	PMC3279448.nxml.gz_42	6352 6359	genetic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1029	PMC3279448.nxml.gz_56	8531 8535	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1030	PMC3279448.nxml.gz_58	9117 9124	alleles	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1031	PMC3279448.nxml.gz_62	9785 9790	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1032	PMC3279448.nxml.gz_77	11171 11175	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1033	PMC3279448.nxml.gz_77	11285 11289	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1034	PMC3279448.nxml.gz_83	12629 12633	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1035	PMC3279448.nxml.gz_83	12641 12645	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1036	PMC3279448.nxml.gz_87	12882 12889;12890 12894	binding site	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1037	PMC3279448.nxml.gz_87	13000 13007	Genomes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1038	PMC3279448.nxml.gz_88	13177 13184	Genomes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1039	PMC3279448.nxml.gz_99	16197 16201	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1040	PMC3279448.nxml.gz_101	16276 16283;16284 16289	binding sites	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1041	PMC3279448.nxml.gz_112	18007 18011	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1042	PMC3279448.nxml.gz_124	20219 20223	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1043	PMC3279448.nxml.gz_125	20319 20323	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1044	PMC3279448.nxml.gz_127	21126 21133	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1045	PMC3279448.nxml.gz_135	22276 22283	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1046	PMC3279448.nxml.gz_135	22568 22572	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1047	PMC3279448.nxml.gz_135	22605 22609	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1048	PMC3279448.nxml.gz_138	22971 22976	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1049	PMC3279448.nxml.gz_139	23212 23217	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1050	PMC3279448.nxml.gz_139	23244 23249	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1051	PMC3279448.nxml.gz_140	23482 23486	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1052	PMC3279448.nxml.gz_140	23519 23523	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1053	PMC3279448.nxml.gz_142	23919 23923	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1054	PMC3279448.nxml.gz_146	24849 24853	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1055	PMC3279448.nxml.gz_146	24965 24969	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1056	PMC3279448.nxml.gz_151	25622 25629	Genomes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1057	PMC3279448.nxml.gz_152	25791 25798	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1058	PMC3279448.nxml.gz_153	25981 25986	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1059	PMC3279448.nxml.gz_154	26229 26234	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1060	PMC3279448.nxml.gz_154	26371 26375	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1061	PMC3279448.nxml.gz_157	26850 26854	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1062	PMC3279448.nxml.gz_158	27089 27095	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1063	PMC3279448.nxml.gz_166	28156 28160	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1064	PMC3279448.nxml.gz_167	28393 28397	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1065	PMC3279448.nxml.gz_167	28465 28470	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1066	PMC3279448.nxml.gz_168	29090 29095	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1067	PMC3279448.nxml.gz_169	29344 29348	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1068	PMC3279448.nxml.gz_169	29416 29420	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1069	PMC3279448.nxml.gz_170	29536 29540	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1070	PMC3279448.nxml.gz_174	30033 30038	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1071	PMC3279448.nxml.gz_174	30104 30109	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1072	PMC3279448.nxml.gz_174	30196 30201	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1073	PMC3279448.nxml.gz_178	30956 30960	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1074	PMC3279448.nxml.gz_179	31106 31113;31114 31119	binding sites	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1075	PMC3279448.nxml.gz_180	31272 31277	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1076	PMC3279448.nxml.gz_192	33507 33514	genetic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1077	PMC3279448.nxml.gz_192	33577 33584	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1078	PMC3279448.nxml.gz_195	34191 34198	genomic	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1079	PMC3279448.nxml.gz_197	34475 34479	gene	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1080	PMC3279448.nxml.gz_198	34628 34634	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1081	PMC3279448.nxml.gz_199	34817 34823	genome	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1082	PMC3279448.nxml.gz_207	36578 36583	genes	SO_crf_model_full_5cv_local_PMC3279448.nxml.gz
SO_2021_10_26_Instance_1085	PMC3342123.nxml.gz_0	86 91	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1086	PMC3342123.nxml.gz_3	776 781	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1087	PMC3342123.nxml.gz_3	896 902	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1088	PMC3342123.nxml.gz_7	1346 1350	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1089	PMC3342123.nxml.gz_8	1717 1722	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1090	PMC3342123.nxml.gz_12	2369 2375	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1091	PMC3342123.nxml.gz_13	2559 2564	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1092	PMC3342123.nxml.gz_16	3182 3188	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1093	PMC3342123.nxml.gz_19	3682 3687	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1094	PMC3342123.nxml.gz_19	3802 3808	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1095	PMC3342123.nxml.gz_20	4150 4154	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1096	PMC3342123.nxml.gz_22	4442 4448	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1097	PMC3342123.nxml.gz_32	6008 6013	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1098	PMC3342123.nxml.gz_33	6506 6511	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1099	PMC3342123.nxml.gz_34	6651 6655	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1100	PMC3342123.nxml.gz_37	7086 7091	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1101	PMC3342123.nxml.gz_43	8220 8225	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1102	PMC3342123.nxml.gz_55	10138 10145	genetic	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1103	PMC3342123.nxml.gz_62	11188 11199	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1104	PMC3342123.nxml.gz_66	13026 13031	Genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1105	PMC3342123.nxml.gz_69	13472 13477	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1106	PMC3342123.nxml.gz_70	13799 13804	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1107	PMC3342123.nxml.gz_72	14184 14195	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1108	PMC3342123.nxml.gz_73	14227 14231	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1109	PMC3342123.nxml.gz_74	14361 14366	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1110	PMC3342123.nxml.gz_74	14435 14440	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1111	PMC3342123.nxml.gz_75	14519 14524	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1112	PMC3342123.nxml.gz_76	14732 14737	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1113	PMC3342123.nxml.gz_77	14817 14822	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1114	PMC3342123.nxml.gz_79	15220 15225	Genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1115	PMC3342123.nxml.gz_79	15322 15327	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1116	PMC3342123.nxml.gz_81	15649 15654	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1117	PMC3342123.nxml.gz_82	15778 15783	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1118	PMC3342123.nxml.gz_83	15925 15936	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1119	PMC3342123.nxml.gz_87	19469 19474	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1120	PMC3342123.nxml.gz_87	19554 19559	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1121	PMC3342123.nxml.gz_90	19824 19829	Genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1122	PMC3342123.nxml.gz_90	20093 20098	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1123	PMC3342123.nxml.gz_92	20307 20312	Genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1124	PMC3342123.nxml.gz_92	20411 20416	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1125	PMC3342123.nxml.gz_94	20640 20645	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1126	PMC3342123.nxml.gz_95	20811 20816	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1127	PMC3342123.nxml.gz_97	21056 21061	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1128	PMC3342123.nxml.gz_98	21193 21198	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1129	PMC3342123.nxml.gz_99	21461 21472	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1130	PMC3342123.nxml.gz_104	22083 22087	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1131	PMC3342123.nxml.gz_104	22480 22487;22488 22492	homolog gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1132	PMC3342123.nxml.gz_106	23773 23779	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1133	PMC3342123.nxml.gz_106	23812 23816	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1134	PMC3342123.nxml.gz_111	24706 24711	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1135	PMC3342123.nxml.gz_113	24944 24949	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1136	PMC3342123.nxml.gz_121	26159 26165	genome	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1137	PMC3342123.nxml.gz_121	26229 26233	gene	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1138	PMC3342123.nxml.gz_123	26512 26517	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1139	PMC3342123.nxml.gz_134	27926 27931	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1140	PMC3342123.nxml.gz_138	28544 28555	transcripts	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
SO_2021_10_26_Instance_1141	PMC3342123.nxml.gz_139	28677 28682	genes	SO_crf_model_full_5cv_local_PMC3342123.nxml.gz
